0.05,1.14,1.15,1.15,1.15,1.15,1.15,1.15,1.14,1.13,1.12,1.11,1.12,1.11,1.16,1.15,1.14,1.13,1.12,1.12,1.12,1.11,1.1,1.1,1.1,1.1,1.09,1.08,1.1,1.08,1.09,1.07,1.08,1.08,1.07,1.07,1.09,1.12,1.14,1.1,1.1,1.1,1.1,1.1,1.1,1.09,1.08,1.06,1.06,1.07,1.08,Fridge
1.32,1.14,1.15,1.15,1.14,1.15,1.14,1.14,1.13,1.13,1.13,1.13,1.12,1.12,1.16,1.15,1.14,1.12,1.12,1.12,1.11,1.1,1.09,1.11,1.11,1.09,1.1,1.09,1.07,1.07,1.07,1.07,1.08,1.07,1.07,1.07,1.09,1.12,1.14,1.11,1.11,1.1,1.1,1.09,1.08,1.09,1.08,1.07,1.06,1.06,1.06,Fridge
2.58,1.13,1.15,1.15,1.16,1.14,1.15,1.14,1.12,1.12,1.13,1.12,1.11,1.11,1.15,1.15,1.14,1.13,1.13,1.12,1.12,1.11,1.11,1.12,1.1,1.09,1.09,1.08,1.08,1.08,1.09,1.08,1.06,1.08,1.07,1.08,1.07,1.12,1.14,1.11,1.1,1.1,1.1,1.1,1.09,1.08,1.07,1.08,1.07,1.06,1.07,Fridge
3.84,1.14,1.14,1.16,1.14,1.14,1.12,1.13,1.13,1.13,1.13,1.12,1.11,1.1,1.17,1.14,1.14,1.14,1.11,1.12,1.12,1.1,1.1,1.11,1.1,1.08,1.1,1.09,1.09,1.06,1.07,1.07,1.07,1.08,1.07,1.08,1.08,1.12,1.14,1.12,1.11,1.1,1.1,1.09,1.08,1.08,1.07,1.07,1.06,1.06,1.06,Fridge
5.13,1.13,1.15,1.15,1.15,1.14,1.14,1.14,1.14,1.14,1.13,1.12,1.12,1.12,1.16,1.14,1.14,1.13,1.13,1.12,1.11,1.1,1.09,1.09,1.1,1.09,1.08,1.1,1.08,1.08,1.06,1.09,1.07,1.08,1.07,1.08,1.07,1.12,1.13,1.12,1.11,1.11,1.1,1.09,1.1,1.09,1.07,1.08,1.07,1.07,1.05,Fridge
6.41,1.14,1.15,1.15,1.15,1.15,1.14,1.14,1.14,1.14,1.12,1.13,1.11,1.1,1.16,1.15,1.14,1.13,1.12,1.12,1.11,1.1,1.1,1.1,1.11,1.09,1.1,1.09,1.08,1.09,1.07,1.08,1.06,1.09,1.06,1.06,1.08,1.12,1.13,1.12,1.1,1.1,1.1,1.09,1.09,1.07,1.07,1.07,1.07,1.07,1.06,Fridge
7.61,1.14,1.15,1.15,1.15,1.14,1.14,1.13,1.15,1.13,1.11,1.13,1.11,1.1,1.16,1.14,1.14,1.13,1.12,1.12,1.11,1.11,1.1,1.11,1.08,1.09,1.1,1.09,1.08,1.08,1.08,1.06,1.06,1.07,1.08,1.07,1.08,1.11,1.13,1.11,1.11,1.11,1.1,1.09,1.08,1.08,1.08,1.08,1.06,1.07,1.06,Fridge
8.87,1.13,1.14,1.15,1.15,1.16,1.15,1.14,1.13,1.12,1.13,1.13,1.12,1.11,1.15,1.15,1.13,1.13,1.12,1.12,1.12,1.11,1.1,1.1,1.09,1.09,1.08,1.1,1.08,1.08,1.08,1.07,1.07,1.07,1.07,1.08,1.07,1.12,1.14,1.12,1.11,1.1,1.09,1.09,1.08,1.07,1.09,1.07,1.07,1.07,1.08,Fridge
10.13,1.13,1.15,1.15,1.15,1.15,1.15,1.13,1.13,1.13,1.13,1.12,1.12,1.12,1.15,1.14,1.14,1.13,1.12,1.12,1.11,1.11,1.1,1.1,1.11,1.1,1.09,1.09,1.09,1.08,1.07,1.07,1.07,1.07,1.09,1.08,1.07,1.11,1.13,1.11,1.1,1.1,1.1,1.09,1.1,1.09,1.06,1.08,1.06,1.06,1.07,Fridge
11.39,1.13,1.15,1.15,1.15,1.16,1.14,1.14,1.13,1.13,1.13,1.12,1.11,1.1,1.16,1.15,1.13,1.13,1.12,1.12,1.11,1.12,1.1,1.1,1.09,1.09,1.08,1.09,1.09,1.08,1.07,1.07,1.08,1.08,1.09,1.07,1.08,1.12,1.14,1.11,1.11,1.11,1.1,1.1,1.1,1.09,1.08,1.08,1.06,1.08,1.07,Fridge
12.65,1.14,1.16,1.14,1.15,1.15,1.14,1.14,1.13,1.13,1.13,1.13,1.12,1.11,1.16,1.14,1.14,1.12,1.11,1.13,1.11,1.12,1.1,1.11,1.1,1.09,1.1,1.09,1.09,1.08,1.07,1.08,1.07,1.07,1.08,1.07,1.08,1.12,1.12,1.11,1.1,1.1,1.1,1.09,1.08,1.08,1.09,1.06,1.06,1.07,1.07,Fridge
13.91,1.14,1.15,1.15,1.15,1.15,1.15,1.15,1.13,1.12,1.13,1.11,1.11,1.12,1.16,1.14,1.14,1.14,1.11,1.12,1.11,1.12,1.1,1.11,1.11,1.08,1.09,1.09,1.08,1.07,1.07,1.07,1.07,1.08,1.08,1.08,1.08,1.13,1.12,1.11,1.11,1.1,1.1,1.09,1.09,1.08,1.07,1.07,1.07,1.06,1.06,Fridge
15.16,1.14,1.14,1.15,1.15,1.15,1.14,1.14,1.14,1.13,1.13,1.11,1.12,1.11,1.15,1.13,1.13,1.13,1.13,1.11,1.12,1.1,1.1,1.11,1.1,1.09,1.09,1.09,1.06,1.07,1.07,1.06,1.08,1.07,1.09,1.08,1.08,1.11,1.12,1.11,1.11,1.11,1.09,1.1,1.1,1.08,1.08,1.07,1.07,1.07,1.06,Fridge
16.43,1.13,1.15,1.16,1.15,1.15,1.14,1.13,1.14,1.13,1.13,1.11,1.11,1.11,1.16,1.14,1.13,1.13,1.12,1.12,1.11,1.11,1.11,1.1,1.11,1.08,1.09,1.09,1.08,1.08,1.08,1.07,1.07,1.08,1.08,1.07,1.08,1.12,1.14,1.12,1.11,1.1,1.09,1.1,1.08,1.09,1.07,1.07,1.07,1.08,1.06,Fridge
17.69,1.14,1.16,1.15,1.15,1.14,1.14,1.15,1.14,1.12,1.14,1.12,1.12,1.11,1.15,1.14,1.14,1.13,1.12,1.12,1.11,1.1,1.1,1.11,1.09,1.09,1.09,1.09,1.09,1.07,1.08,1.08,1.08,1.08,1.08,1.07,1.07,1.12,1.12,1.11,1.11,1.11,1.1,1.09,1.07,1.08,1.09,1.08,1.07,1.08,1.06,Fridge
18.95,1.14,1.15,1.14,1.15,1.15,1.14,1.15,1.14,1.13,1.13,1.12,1.12,1.12,1.15,1.14,1.14,1.13,1.12,1.11,1.12,1.11,1.11,1.1,1.09,1.09,1.09,1.08,1.09,1.09,1.08,1.07,1.06,1.08,1.08,1.06,1.06,1.12,1.13,1.11,1.1,1.11,1.1,1.08,1.09,1.08,1.07,1.06,1.08,1.05,1.05,Fridge
20.2,1.14,1.16,1.15,1.15,1.15,1.15,1.15,1.13,1.13,1.13,1.12,1.12,1.1,1.15,1.14,1.14,1.12,1.12,1.11,1.1,1.11,1.09,1.1,1.1,1.1,1.09,1.09,1.09,1.08,1.08,1.08,1.07,1.07,1.07,1.09,1.08,1.12,1.13,1.12,1.12,1.11,1.09,1.09,1.08,1.08,1.07,1.08,1.08,1.06,1.05,Fridge
21.46,1.14,1.15,1.15,1.16,1.14,1.14,1.14,1.13,1.13,1.12,1.12,1.11,1.1,1.15,1.14,1.12,1.13,1.12,1.11,1.11,1.12,1.1,1.11,1.11,1.1,1.09,1.08,1.07,1.08,1.07,1.08,1.07,1.08,1.07,1.07,1.07,1.11,1.11,1.1,1.1,1.1,1.1,1.09,1.08,1.08,1.07,1.07,1.06,1.05,1.07,Fridge
22.72,1.15,1.15,1.14,1.15,1.15,1.14,1.13,1.13,1.13,1.12,1.13,1.11,1.11,1.16,1.14,1.14,1.13,1.12,1.12,1.12,1.11,1.1,1.1,1.1,1.09,1.08,1.08,1.08,1.09,1.08,1.07,1.07,1.07,1.08,1.08,1.08,1.11,1.13,1.12,1.11,1.1,1.1,1.09,1.08,1.09,1.08,1.08,1.08,1.07,1.06,Fridge
23.98,1.14,1.15,1.15,1.16,1.15,1.15,1.14,1.14,1.12,1.12,1.13,1.11,1.11,1.15,1.15,1.13,1.13,1.13,1.11,1.1,1.11,1.1,1.11,1.09,1.1,1.08,1.09,1.08,1.08,1.08,1.08,1.08,1.08,1.08,1.08,1.08,1.11,1.13,1.11,1.1,1.1,1.1,1.09,1.09,1.07,1.08,1.08,1.07,1.06,1.07,Fridge
25.24,1.14,1.15,1.15,1.15,1.14,1.15,1.14,1.14,1.13,1.12,1.11,1.1,1.11,1.15,1.14,1.14,1.12,1.12,1.12,1.11,1.1,1.1,1.1,1.1,1.09,1.08,1.08,1.08,1.09,1.08,1.07,1.08,1.09,1.09,1.09,1.08,1.11,1.12,1.11,1.1,1.1,1.09,1.09,1.08,1.09,1.08,1.07,1.08,1.06,1.06,Fridge
26.5,1.14,1.15,1.14,1.15,1.14,1.14,1.15,1.14,1.12,1.12,1.12,1.11,1.11,1.15,1.14,1.12,1.14,1.13,1.12,1.12,1.11,1.1,1.09,1.1,1.11,1.09,1.08,1.08,1.08,1.06,1.07,1.06,1.08,1.09,1.08,1.07,1.11,1.12,1.12,1.11,1.12,1.09,1.09,1.09,1.08,1.07,1.06,1.07,1.06,1.06,Fridge
27.76,1.13,1.15,1.15,1.15,1.14,1.14,1.14,1.13,1.13,1.12,1.12,1.11,1.12,1.15,1.14,1.13,1.13,1.13,1.12,1.12,1.1,1.11,1.11,1.1,1.09,1.09,1.09,1.09,1.09,1.08,1.08,1.06,1.07,1.08,1.08,1.09,1.12,1.11,1.11,1.1,1.1,1.09,1.08,1.08,1.09,1.07,1.07,1.06,1.06,1.06,Fridge
29.02,1.15,1.15,1.15,1.15,1.14,1.14,1.14,1.12,1.13,1.12,1.13,1.13,1.12,1.15,1.14,1.14,1.13,1.13,1.11,1.11,1.1,1.1,1.1,1.1,1.08,1.08,1.09,1.08,1.08,1.08,1.09,1.05,1.07,1.08,1.08,1.07,1.1,1.12,1.11,1.09,1.1,1.09,1.09,1.09,1.08,1.08,1.07,1.07,1.06,1.06,Fridge
30.28,1.14,1.15,1.15,1.15,1.15,1.14,1.14,1.14,1.13,1.13,1.11,1.11,1.12,1.15,1.14,1.13,1.13,1.12,1.13,1.1,1.11,1.1,1.1,1.1,1.09,1.09,1.08,1.08,1.09,1.09,1.07,1.07,1.08,1.07,1.06,1.08,1.11,1.11,1.1,1.12,1.09,1.1,1.08,1.09,1.09,1.08,1.08,1.08,1.06,1.06,Fridge
31.54,1.14,1.15,1.16,1.16,1.14,1.14,1.14,1.14,1.13,1.12,1.12,1.12,1.12,1.15,1.13,1.13,1.13,1.12,1.12,1.11,1.11,1.1,1.09,1.09,1.09,1.09,1.08,1.09,1.07,1.08,1.07,1.08,1.07,1.06,1.07,1.07,1.12,1.12,1.11,1.1,1.11,1.09,1.07,1.08,1.07,1.09,1.07,1.07,1.06,1.05,Fridge
32.8,1.14,1.14,1.15,1.15,1.15,1.15,1.15,1.13,1.13,1.12,1.11,1.12,1.11,1.15,1.14,1.13,1.13,1.12,1.12,1.11,1.11,1.11,1.1,1.1,1.1,1.09,1.08,1.08,1.08,1.07,1.09,1.08,1.07,1.08,1.08,1.08,1.11,1.13,1.11,1.11,1.1,1.1,1.1,1.08,1.08,1.07,1.09,1.08,1.06,1.07,Fridge
34.05,1.14,1.15,1.15,1.15,1.14,1.14,1.15,1.13,1.13,1.13,1.13,1.12,1.11,1.15,1.15,1.14,1.11,1.14,1.12,1.11,1.11,1.1,1.12,1.1,1.08,1.09,1.09,1.08,1.06,1.06,1.08,1.06,1.08,1.08,1.08,1.08,1.12,1.11,1.11,1.1,1.09,1.1,1.1,1.09,1.07,1.09,1.07,1.08,1.06,1.06,Fridge
35.32,1.14,1.15,1.15,1.15,1.13,1.14,1.13,1.13,1.13,1.12,1.12,1.11,1.11,1.14,1.14,1.14,1.13,1.12,1.11,1.11,1.11,1.11,1.1,1.09,1.09,1.09,1.09,1.08,1.08,1.08,1.06,1.05,1.08,1.09,1.06,1.08,1.12,1.11,1.11,1.09,1.1,1.09,1.09,1.07,1.09,1.08,1.06,1.06,1.07,1.05,Fridge
36.57,1.14,1.14,1.15,1.15,1.15,1.15,1.14,1.13,1.13,1.13,1.11,1.12,1.1,1.15,1.15,1.13,1.12,1.12,1.11,1.1,1.1,1.11,1.11,1.09,1.1,1.09,1.08,1.07,1.06,1.08,1.07,1.07,1.08,1.06,1.08,1.08,1.12,1.12,1.11,1.11,1.11,1.11,1.08,1.08,1.08,1.08,1.07,1.07,1.06,1.05,Fridge
37.84,1.14,1.15,1.15,1.15,1.15,1.13,1.14,1.14,1.12,1.13,1.14,1.11,1.11,1.15,1.14,1.12,1.13,1.12,1.11,1.11,1.11,1.11,1.09,1.11,1.09,1.1,1.08,1.08,1.08,1.07,1.07,1.07,1.07,1.08,1.08,1.07,1.12,1.13,1.11,1.1,1.09,1.09,1.09,1.08,1.09,1.07,1.07,1.09,1.07,1.07,Fridge
39.09,1.15,1.14,1.16,1.15,1.15,1.13,1.12,1.14,1.13,1.13,1.11,1.11,1.11,1.15,1.15,1.14,1.12,1.12,1.12,1.11,1.11,1.12,1.1,1.1,1.09,1.08,1.09,1.08,1.07,1.08,1.07,1.08,1.08,1.08,1.08,1.07,1.12,1.12,1.11,1.11,1.1,1.09,1.09,1.08,1.07,1.07,1.07,1.07,1.06,1.06,Fridge
40.35,1.14,1.16,1.15,1.16,1.14,1.14,1.15,1.13,1.13,1.12,1.12,1.12,1.11,1.15,1.15,1.13,1.13,1.12,1.11,1.11,1.09,1.09,1.11,1.1,1.09,1.08,1.09,1.08,1.08,1.09,1.09,1.07,1.09,1.07,1.07,1.06,1.11,1.12,1.11,1.09,1.09,1.09,1.08,1.09,1.07,1.07,1.07,1.08,1.08,1.06,Fridge
41.61,1.15,1.15,1.16,1.15,1.14,1.14,1.13,1.13,1.13,1.13,1.12,1.12,1.11,1.15,1.14,1.13,1.12,1.11,1.12,1.12,1.11,1.1,1.11,1.11,1.1,1.09,1.09,1.08,1.07,1.07,1.06,1.07,1.08,1.08,1.07,1.07,1.12,1.12,1.11,1.11,1.1,1.1,1.09,1.07,1.08,1.08,1.06,1.07,1.07,1.06,Fridge
42.87,1.14,1.15,1.16,1.14,1.14,1.14,1.14,1.12,1.14,1.12,1.12,1.11,1.11,1.14,1.14,1.14,1.13,1.11,1.13,1.11,1.1,1.11,1.1,1.1,1.1,1.09,1.09,1.07,1.07,1.08,1.07,1.07,1.08,1.09,1.09,1.08,1.12,1.12,1.1,1.1,1.1,1.1,1.1,1.07,1.08,1.08,1.08,1.07,1.06,1.06,Fridge
44.13,1.15,1.15,1.15,1.14,1.14,1.14,1.13,1.14,1.13,1.11,1.12,1.1,1.1,1.15,1.14,1.14,1.12,1.1,1.13,1.11,1.11,1.11,1.1,1.1,1.1,1.09,1.11,1.07,1.07,1.09,1.07,1.07,1.08,1.07,1.07,1.08,1.12,1.11,1.11,1.1,1.11,1.09,1.1,1.09,1.07,1.07,1.07,1.07,1.05,1.05,Fridge
45.39,1.14,1.15,1.16,1.15,1.14,1.14,1.15,1.13,1.13,1.13,1.12,1.11,1.11,1.15,1.13,1.12,1.12,1.12,1.12,1.12,1.11,1.11,1.1,1.11,1.08,1.08,1.09,1.09,1.08,1.08,1.07,1.07,1.07,1.09,1.09,1.08,1.1,1.12,1.11,1.09,1.1,1.1,1.08,1.07,1.07,1.07,1.08,1.07,1.08,1.05,Fridge
46.65,1.15,1.15,1.16,1.14,1.14,1.14,1.13,1.13,1.13,1.12,1.12,1.12,1.11,1.14,1.13,1.13,1.12,1.11,1.11,1.12,1.1,1.1,1.1,1.1,1.1,1.09,1.08,1.09,1.08,1.08,1.08,1.08,1.08,1.08,1.09,1.09,1.11,1.11,1.11,1.1,1.11,1.1,1.09,1.07,1.08,1.06,1.07,1.06,1.05,1.07,Fridge
47.91,1.14,1.15,1.15,1.14,1.14,1.15,1.14,1.14,1.13,1.12,1.12,1.11,1.1,1.16,1.13,1.14,1.12,1.12,1.11,1.11,1.1,1.11,1.11,1.1,1.11,1.09,1.09,1.08,1.08,1.07,1.07,1.08,1.07,1.08,1.08,1.08,1.12,1.12,1.09,1.11,1.1,1.09,1.08,1.09,1.09,1.09,1.08,1.07,1.07,1.06,Fridge
49.16,1.15,1.15,1.15,1.15,1.15,1.15,1.13,1.14,1.13,1.11,1.11,1.11,1.11,1.14,1.14,1.14,1.12,1.11,1.11,1.12,1.1,1.11,1.09,1.1,1.1,1.08,1.09,1.07,1.09,1.07,1.07,1.08,1.08,1.09,1.07,1.09,1.11,1.11,1.11,1.1,1.09,1.1,1.08,1.08,1.08,1.06,1.06,1.06,1.07,1.06,Fridge
50.42,1.15,1.14,1.15,1.15,1.15,1.15,1.14,1.13,1.14,1.13,1.11,1.11,1.11,1.15,1.15,1.14,1.14,1.12,1.11,1.12,1.11,1.12,1.1,1.11,1.08,1.08,1.08,1.08,1.07,1.08,1.08,1.09,1.08,1.08,1.09,1.08,1.12,1.13,1.11,1.1,1.11,1.08,1.08,1.08,1.08,1.07,1.06,1.07,1.06,1.07,Fridge
51.69,1.15,1.14,1.15,1.14,1.14,1.14,1.14,1.13,1.14,1.12,1.12,1.11,1.11,1.15,1.14,1.13,1.12,1.12,1.12,1.12,1.1,1.11,1.11,1.09,1.09,1.08,1.08,1.07,1.07,1.08,1.07,1.09,1.08,1.09,1.07,1.07,1.11,1.12,1.1,1.09,1.1,1.08,1.09,1.08,1.08,1.07,1.07,1.06,1.06,1.05,Fridge
52.95,1.13,1.15,1.15,1.15,1.15,1.14,1.14,1.12,1.11,1.12,1.12,1.12,1.11,1.15,1.14,1.14,1.12,1.12,1.12,1.11,1.11,1.1,1.1,1.09,1.08,1.08,1.09,1.08,1.09,1.08,1.06,1.08,1.09,1.07,1.07,1.07,1.12,1.12,1.1,1.11,1.09,1.1,1.09,1.07,1.08,1.07,1.06,1.06,1.07,1.06,Fridge
54.2,1.14,1.16,1.15,1.16,1.15,1.15,1.14,1.13,1.13,1.12,1.11,1.11,1.12,1.15,1.14,1.12,1.13,1.12,1.12,1.11,1.11,1.1,1.11,1.11,1.09,1.09,1.09,1.08,1.08,1.07,1.07,1.08,1.07,1.08,1.07,1.09,1.12,1.12,1.1,1.1,1.1,1.1,1.09,1.08,1.08,1.08,1.07,1.08,1.06,1.06,Fridge
55.46,1.14,1.15,1.15,1.15,1.14,1.14,1.14,1.14,1.13,1.12,1.11,1.1,1.12,1.15,1.13,1.14,1.12,1.12,1.11,1.11,1.11,1.11,1.11,1.09,1.09,1.08,1.09,1.08,1.07,1.06,1.08,1.08,1.08,1.08,1.09,1.08,1.12,1.11,1.12,1.09,1.11,1.09,1.08,1.08,1.08,1.08,1.07,1.06,1.07,1.07,Fridge
56.72,1.15,1.15,1.15,1.14,1.14,1.14,1.14,1.13,1.12,1.13,1.12,1.11,1.11,1.14,1.14,1.12,1.12,1.11,1.12,1.11,1.1,1.11,1.1,1.1,1.08,1.1,1.08,1.08,1.07,1.08,1.07,1.08,1.08,1.09,1.08,1.08,1.11,1.12,1.11,1.11,1.1,1.09,1.09,1.09,1.08,1.08,1.07,1.06,1.05,1.06,Fridge
57.98,1.15,1.14,1.15,1.15,1.15,1.14,1.14,1.13,1.12,1.11,1.12,1.1,1.12,1.14,1.14,1.13,1.12,1.12,1.11,1.12,1.11,1.11,1.1,1.1,1.09,1.08,1.08,1.07,1.08,1.08,1.07,1.07,1.07,1.07,1.07,1.07,1.11,1.12,1.12,1.11,1.1,1.1,1.08,1.09,1.08,1.07,1.07,1.07,1.06,1.07,Fridge
59.24,1.15,1.15,1.14,1.15,1.13,1.15,1.14,1.13,1.13,1.13,1.11,1.1,1.11,1.15,1.13,1.13,1.13,1.11,1.12,1.12,1.11,1.09,1.1,1.1,1.09,1.07,1.08,1.08,1.08,1.08,1.08,1.08,1.09,1.08,1.08,1.08,1.11,1.11,1.11,1.11,1.09,1.09,1.09,1.08,1.09,1.07,1.08,1.07,1.06,1.06,Fridge
60.5,1.15,1.14,1.15,1.15,1.14,1.13,1.13,1.13,1.12,1.13,1.11,1.11,1.11,1.14,1.14,1.13,1.13,1.11,1.1,1.11,1.11,1.13,1.09,1.1,1.09,1.08,1.09,1.09,1.07,1.07,1.07,1.09,1.09,1.09,1.07,1.07,1.11,1.12,1.11,1.11,1.09,1.09,1.09,1.09,1.08,1.08,1.07,1.07,1.06,1.06,Fridge
61.76,1.15,1.15,1.15,1.14,1.14,1.14,1.15,1.14,1.12,1.12,1.12,1.12,1.12,1.15,1.14,1.13,1.13,1.12,1.11,1.11,1.09,1.11,1.1,1.09,1.1,1.09,1.08,1.08,1.09,1.07,1.07,1.09,1.08,1.08,1.08,1.09,1.12,1.11,1.1,1.1,1.11,1.1,1.09,1.09,1.08,1.06,1.07,1.07,1.06,1.06,Fridge
